"CODICE_VIA";"NUMEROCOMPLETO";"MUNICIPIO";"STATOCIVICO";"GAUSSB_X";"GAUSSB_Y";"WGS84_X";"WGS84_Y";"WEBMERCATOR_X";"WEBMERCATOR_Y";"LAT_WGS84";"LONG_WGS84";"DATA_MODFINE";"IDMASTER";"LIVELLO"
1;"0";"1";8;1514869,0684;5034558,1685;514841,0742;5034538,1522;1023008,4371;5694900,7068;45,464212;9,189841;0;220853;0
10;"";"1";8;1514881,7327;5034715,0701;514853,7376;5034695,0508;1023026,9972;5695124,8228;45,465624;9,190008;0;185926;0
96;"";"1";8;1514978,125;5033926,7931;514950,1313;5033906,7891;1023161,59;5693998,3746;45,458527;9,191217;0;182740;0
97;"";"1";8;1515488,9789;5034734,8965;515460,9723;5034714,8795;1023891,758;5695151,0593;45,46579;9,197776;0;182741;0
98;"";"1";8;1515203,8429;5034700,3326;515175,8418;5034680,315;1023485,6172;5695102,6701;45,465485;9,194128;0;182742;0
99;"";"1";8;1514774,7958;5034835,7275;514746,8022;5034815,7055;1022875,1263;5695297,564;45,466713;9,188644;0;186632;0
100;"";"1";8;1515262,0274;5034735,7718;515234,025;5034715,7537;1023568,5912;5695153,1003;45,465803;9,194873;0;182743;0
101;"";"1";8;1514641,0603;5035170,9128;514613,0679;5035150,8839;1022685,7974;5695776,9028;45,469733;9,186943;0;185927;0
102;"";"1";8;1514738,9846;5034555,9011;514710,9929;5034535,8843;1022823,2006;5694897,9037;45,464195;9,188177;0;185928;0
103;"";"1";8;1514825,972;5034759,8149;514797,9778;5034739,7946;1022947,7463;5695188,9366;45,466028;9,189296;0;182744;0
104;"";"1";8;1514787,1431;5034661,0518;514759,15;5034641,0332;1022892,1254;5695047,9664;45,46514;9,188796;0;182745;0
105;"";"1";8;1514678,7163;5034713,0213;514650,7251;5034693,0012;1022737,9041;5695122,5755;45,46561;9,187411;0;182746;0
106;"";"1";8;1514768,0315;5034666,4453;514740,0388;5034646,4265;1022864,9296;5695055,7359;45,465189;9,188552;0;185929;0
107;"";"1";8;1514722,3843;5034665,4342;514694,3925;5034645,4153;1022799,9272;5695054,4439;45,465181;9,187968;0;185033;0
108;"";"1";8;1514779,2923;5034783,6704;514751,2989;5034763,6495;1022881,3556;5695223,1752;45,466244;9,1887;0;182747;0
109;"";"1";8;1514730,231;5034752,5133;514702,2386;5034732,4928;1022811,39;5695178,8254;45,465965;9,188071;0;182748;0
110;"";"1";8;1514653,753;5034774,608;514625,7619;5034754,5867;1022702,5611;5695210,6464;45,466165;9,187093;0;182749;0
111;"";"1";8;1514731,0604;5034811,1366;514703,0678;5034791,1149;1022812,7661;5695262,5772;45,466492;9,188083;0;185930;0
112;"";"1";8;1514784,0252;5034868,7819;514756,0313;5034848,7593;1022888,3792;5695344,7582;45,46701;9,188763;0;182750;0
113;"";"1";8;1514769,1599;5034858,9173;514741,1663;5034838,8949;1022867,1782;5695330,7144;45,466922;9,188572;0;182751;0
114;"";"1";8;1514662,368;5034864,9951;514634,3764;5034844,9721;1022715,1279;5695339,7538;45,466979;9,187206;0;182752;0
115;"";"1";8;1514586,6096;5034915,8993;514558,6192;5034895,8751;1022607,4163;5695412,7325;45,467438;9,186239;0;182753;0
116;"";"1";8;1514648,9872;5034945,6621;514620,9955;5034925,6375;1022696,3406;5695455,0487;45,467705;9,187038;0;185931;0
117;"";"1";8;1514719,8492;5035028,9337;514691,8559;5035008,9078;1022797,5255;5695573,7862;45,468453;9,187946;0;185932;0
118;"";"1";8;1514777,6513;5035022,0351;514749,6569;5035002,0096;1022879,8142;5695563,7367;45,46839;9,188686;0;182754;0
119;"";"1";8;1514883,2581;5035096,2644;514855,2614;5035076,238;1023030,4505;5695669,4373;45,469056;9,190039;0;182755;0
120;"";"1";8;1514848,1048;5035036,1352;514820,109;5035016,1097;1022980,189;5695583,6457;45,468515;9,189587;0;182756;0
121;"";"1";8;1514841,9265;5035123,0107;514813,9305;5035102,9836;1022971,6822;5695707,7907;45,469297;9,189511;0;182757;0
122;"";"1";8;1514700,7668;5035261,8196;514672,7729;5035241,7893;1022771,1248;5695906,591;45,47055;9,187709;0;182758;0
123;"";"1";8;1514707,4569;5035105,5181;514679,4635;5035085,4907;1022780,1329;5695683,2479;45,469143;9,18779;0;185933;0
124;"";"1";8;1514686,1753;5035007,1167;514658,1827;5034987,0911;1022749,5006;5695542,7275;45,468257;9,187515;0;185934;0
125;"";"1";8;1514666,9136;5035151,2697;514638,9208;5035131,2413;1022722,549;5695748,7514;45,469555;9,187273;0;182759;0
126;"";"1";8;1514699,7254;5035194,7982;514671,7318;5035174,7691;1022769,4193;5695810,8348;45,469946;9,187694;0;182760;0
127;"";"1";8;1514634,1668;5035129,3221;514606,1747;5035109,294;1022675,8432;5695717,502;45,469358;9,186853;0;182761;0
128;"";"1";8;1514690,0127;5034681,3148;514662,0214;5034661,2954;1022753,8845;5695077,2398;45,465325;9,187554;0;182762;0
129;"";"1";8;1514505,0427;5035226,9658;514477,0526;5035206,9353;1022492,2838;5695857,4397;45,47024;9,185204;0;182763;0
130;"";"1";8;1514628,6572;5035248,2237;514600,6647;5035228,1933;1022668,3901;5695887,4048;45,470429;9,186786;0;182764;0
131;"";"1";8;1514750,9489;5035322,9236;514722,9537;5035302,8923;1022842,7916;5695993,7294;45,471099;9,188353;0;182765;0
132;"";"1";8;1514497,1653;5035375,5072;514469,1747;5035355,4739;1022481,5521;5696069,7029;45,471577;9,185108;0;185935;0
133;"";"1";8;1514579,7272;5035392,7465;514551,735;5035372,7132;1022599,1858;5696094,0629;45,471731;9,186165;0;185936;0
134;"";"1";8;1514512,1929;5035353,2325;514484,2021;5035333,1996;1022502,88;5696037,8268;45,471376;9,1853;0;182766;0
135;"";"1";8;1514605,9849;5035437,7364;514577,992;5035417,7023;1022636,7281;5696158,2591;45,472135;9,186502;0;182767;0
136;"";"1";8;1514724,2423;5035464,9962;514696,2471;5035444,9622;1022805,2315;5696196,8162;45,472378;9,188016;0;182768;0
137;"";"1";8;1514706,1056;5034799,9363;514678,1135;5034779,9148;1022777,1938;5695246,6586;45,466392;9,187764;0;186360;0
138;"";"1";8;1514534,5373;5035445,3053;514506,5457;5035425,2708;1022535,0029;5696169,3098;45,472205;9,185588;0;182769;0
139;"";"1";8;1514950,2943;5035337,6405;514922,2953;5035317,6098;1023126,7278;5696014,0863;45,471227;9,190904;0;182770;0
140;"";"1";8;1515019,4733;5035504,1166;514991,4723;5035484,083;1023225,8102;5696251,7183;45,472724;9,191794;0;182771;0
141;"";"1";8;1515067,0336;5035275,3499;515039,0327;5035255,3209;1023292,7639;5695924,6879;45,470664;9,192395;0;185937;0
142;"";"1";8;1515126,9618;5035302,6628;515098,9596;5035282,6335;1023378,1999;5695963,5077;45,470908;9,193163;0;185938;0
143;"";"1";8;1514574,144;5035492,5694;514546,1515;5035472,5342;1022591,5633;5696236,7124;45,472629;9,186096;0;182772;0
144;"";"1";8;1514972,5097;5035542,6837;514944,5095;5035522,6492;1023159,0582;5696306,9848;45,473072;9,191194;0;182773;0
145;"";"1";8;1515079,9207;5035215,7075;515051,9198;5035195,6796;1023310,9131;5695839,427;45,470126;9,192558;0;182774;0
146;"";"1";8;1514902,0363;5035207,7913;514874,0388;5035187,7628;1023057,5668;5695828,7207;45,470059;9,190282;0;182775;0
147;"";"1";8;1515053,0548;5035352,8791;515025,0539;5035332,8485;1023273,1206;5696035,5101;45,471362;9,192219;0;182776;0
148;"";"1";8;1515018,9537;5035148,1087;514990,9542;5035128,0819;1023223,8625;5695743,0511;45,469519;9,191776;0;182777;0
149;"";"1";8;1514790,6683;5035037,7595;514762,6736;5035017,7338;1022898,4033;5695586,1594;45,468531;9,188853;0;185939;0
150;"";"1";8;1514753,738;5034930,6045;514725,7445;5034910,5806;1022845,4565;5695433,1866;45,467567;9,188377;0;182778;0
151;"";"1";8;1514836,2665;5034890,6443;514808,2716;5034870,6216;1022962,8436;5695375,8181;45,467206;9,189432;0;186361;0
152;"";"1";8;1514698,7008;5035032,2363;514670,7079;5035012,2103;1022767,4206;5695578,5753;45,468483;9,187676;0;182779;0
190;"";"1";8;1515079,4983;5034803,3685;515051,4991;5034783,3484;1023308,9073;5695250,3023;45,466415;9,19254;0;182780;0
191;"";"1";8;1514995,1466;5034755,9691;514967,1492;5034735,9496;1023188,6321;5695182,8707;45,46599;9,19146;0;185034;0
197;"";"1";8;1514991,9049;5034862,0908;514963,9071;5034842,0692;1023184,3752;5695334,4974;45,466945;9,191422;0;185940;0
198;"";"1";8;1514977,6341;5034609,5029;514949,6377;5034589,486;1023163,1996;5694973,6784;45,464672;9,191231;0;185035;0
199;"";"1";8;1515229,414;5035188,1681;515201,4104;5035168,1414;1023523,7071;5695799,5658;45,469875;9,19447;0;185036;0
200;"";"1";8;1515012,5314;5034999,3065;514984,5326;5034979,2824;1023214,2123;5695530,4707;45,46818;9,19169;0;185941;0
201;"";"1";8;1514881,3167;5034863,8537;514853,321;5034843,8317;1023026,9048;5695337,3903;45,466964;9,190007;0;182781;0
202;"";"1";8;1514936,3752;5034868,1915;514908,3784;5034848,1696;1023105,3221;5695343,4018;45,467002;9,190711;0;182782;0
203;"";"1";8;1514963,9404;5034798,3867;514935,9434;5034778,3663;1023144,3389;5695243,5782;45,466373;9,191062;0;182783;0
204;"";"1";8;1514956,572;5034759,7829;514928,5753;5034739,7632;1023133,716;5695188,4503;45,466025;9,190967;0;182784;0
205;"";"1";8;1514940,3423;5034677,2615;514912,3463;5034657,2432;1023110,3272;5695070,6088;45,465283;9,190756;0;182785;0
206;"";"1";8;1514959,0349;5034713,5815;514931,0384;5034693,5626;1023137,0671;5695122,4348;45,465609;9,190997;0;182786;0
207;"";"1";8;1514986,5133;5034663,7675;514958,5164;5034643,7497;1023176,0265;5695051,1739;45,46516;9,191347;0;185942;0
208;"";"1";8;1515044,2102;5034662,2003;515016,2123;5034642,1827;1023258,1784;5695048,7386;45,465145;9,192085;0;185943;0
209;"";"1";8;1515073,5256;5034712,8029;515045,5269;5034692,7845;1023300,0941;5695120,933;45,4656;9,192461;0;182787;0
210;"";"1";8;1515057,8284;5034868,8204;515029,8293;5034848,799;1023278,2724;5695343,8877;45,467005;9,192265;0;182788;0
211;"";"1";8;1515137,0698;5034861,3225;515109,0693;5034841,3016;1023391,0858;5695332,9043;45,466935;9,193279;0;182789;0
212;"";"1";8;1515142,247;5034758,3771;515114,2468;5034738,3581;1023398,106;5695185,8087;45,466009;9,193342;0;182790;0
213;"";"1";8;1515382,8381;5034728,087;515354,8335;5034708,0696;1023740,5941;5695141,7019;45,465731;9,196418;0;182791;0
214;"";"1";8;1515255,6158;5034626,6509;515227,614;5034606,6349;1023559,0854;5694997,225;45,464821;9,194788;0;185944;0
215;"";"1";8;1515384,5546;5034747,9157;515356,5499;5034727,898;1023743,1072;5695170,0248;45,465909;9,196441;0;182792;0
216;"";"1";8;1515458,874;5034801,5147;515430,8677;5034781,4962;1023849,1224;5695246,3413;45,46639;9,197393;0;182793;0
217;"";"1";8;1515113,6411;5034770,0326;515085,6414;5034750,0133;1023357,412;5695202,5588;45,466114;9,192976;0;182794;0
218;"";"1";8;1515357,7809;5034856,6643;515329,7762;5034836,6443;1023705,3596;5695325,4865;45,466889;9,196102;0;185945;0
219;"";"1";8;1515324,9015;5034961,9941;515296,897;5034941,972;1023658,9043;5695476,0875;45,467837;9,195684;0;182795;0
220;"";"1";8;1515382,0304;5034918,1557;515354,025;5034898,1347;1023740,1042;5695413,2557;45,467442;9,196414;0;185037;0
221;"";"1";8;1515388,4071;5034950,7829;515360,4015;5034930,7613;1023749,2981;5695459,8488;45,467735;9,196496;0;182796;0
222;"";"1";8;1515370,8604;5035057,7315;515342,8547;5035037,7078;1023724,6827;5695612,7117;45,468698;9,196275;0;182797;0
223;"";"1";8;1515218,7826;5034932,2554;515190,7802;5034912,2335;1023507,6876;5695433,9663;45,467572;9,194326;0;182798;0
224;"";"1";8;1515162,2099;5035077,2633;515134,208;5035057,2384;1023427,6244;5695641,3397;45,468879;9,193607;0;185946;0
225;"";"1";8;1514544,2228;5035067,3946;514516,2326;5035047,3673;1022547,555;5695629,3196;45,468803;9,185701;0;278533;0
226;"";"1";8;1515252,1996;5035422,4454;515224,1945;5035402,4144;1023556,9622;5696134,2245;45,471984;9,194769;0;185947;0
227;"";"1";8;1515303,4649;5035160,9378;515275,46;5035140,9119;1023629,066;5695760,4035;45,469629;9,195416;0;182799;0
228;"";"1";8;1515239,9491;5035187,7823;515211,9453;5035167,7556;1023538,7084;5695798,9781;45,469872;9,194605;0;182800;0
229;"";"1";8;1515251,6845;5035271,6475;515223,6801;5035251,6193;1023555,7092;5695918,7635;45,470626;9,194757;0;182801;0
230;"";"1";8;1514929,4223;5034982,0911;514901,4252;5034962,067;1023095,8053;5695506,1563;45,468027;9,190626;0;182802;0
231;"";"1";8;1515281,0845;5035255,2351;515253,0796;5035235,2073;1023597,5205;5695895,2117;45,470478;9,195133;0;182803;0
232;"";"1";8;1515067,0952;5034919,7024;515039,0958;5034899,68;1023291,6414;5695416,5519;45,467462;9,192385;0;185948;0
233;"";"1";8;1515053,8357;5034897,1127;515025,8366;5034877,0907;1023272,683;5695384,3228;45,467259;9,192215;0;185949;0
234;"";"1";8;1515361,0523;5034626,0495;515333,0486;5034606,034;1023709,2181;5694996,0001;45,464813;9,196136;0;182804;0
235;"";"1";8;1515661,7473;5035684,3309;515633,7335;5035664,2966;1024141,132;5696506,9885;45,474332;9,200016;0;186581;0
236;"";"1";8;1515406,3268;5035312,6556;515378,3193;5035292,6272;1023776,0751;5695976,8188;45,470992;9,196737;0;182805;0
237;"";"1";8;1515287,8994;5035491,0384;515259,8934;5035471,0061;1023608,0398;5696232,1095;45,4726;9,195227;0;182806;0
238;"";"1";8;1515778,8089;5035309,9708;515750,7944;5035289,944;1024306,5135;5695971,6664;45,47096;9,201502;0;182807;0
239;"";"1";8;1514996,5785;5034712,8924;514968,5812;5034692,8737;1023190,5251;5695121,323;45,465602;9,191477;0;182808;0
240;"";"1";8;1515257,1967;5035285,6427;515229,1921;5035265,6143;1023563,6072;5695938,7409;45,470752;9,194828;0;185038;0
241;"";"1";8;1515354,444;5034588,5726;515326,4405;5034568,5578;1023699,6784;5694942,4818;45,464476;9,196051;0;230479;0
242;"";"1";8;1514332,5849;5035539,3172;514304,5967;5035519,2801;1022247,7024;5696304,2995;45,473055;9,183007;0;283857;0
243;"";"9";8;1512861,0822;5041052,4069;512833,0988;5041032,2594;1020168,0978;5704189,7311;45,522706;9,164326;0;291047;0
244;"";"1";8;1514756,4096;5034726,572;514728,4169;5034706,552;1022848,581;5695141,6761;45,465731;9,188405;0;294227;0
245;"";"1";8;1513839,4452;5034704,7212;513811,4699;5034684,6978;1021542,7929;5695113,428;45,465553;9,176675;0;291647;0
247;"";"2";8;1516870,4773;5036993,1118;516842,4352;5036973,0578;1025867,5641;5698372,8306;45,486084;9,215525;0;299747;0
249;"";"1";8;1515807,0149;5035619,289;515778,9986;5035599,2566;1024347,786;5696413,533;45,473743;9,201873;0;306907;0
250;"";"1";8;1515884,3161;5035588,1606;515856,2984;5035568,129;1024457,7634;5696368,7766;45,473461;9,202861;0;306928;0
251;"";"1";8;1515499,4739;5035842,0445;515471,4624;5035822,0066;1023910,5786;5696732,9205;45,475755;9,197945;0;306927;0
296;"";"1";8;1515125,0155;5034593,2342;515097,0163;5034573,2183;1023373,005;5694949,9337;45,464523;9,193116;0;182809;0
297;"";"1";8;1515486,6855;5034636,3212;515458,6793;5034616,306;1023888,1475;5695010,2359;45,464903;9,197744;0;182810;0
298;"";"1";8;1515240,9318;5034623,4513;515212,9303;5034603,4353;1023538,1654;5694992,7046;45,464792;9,1946;0;185950;0
299;"";"1";8;1515181,5313;5034611,0329;515153,531;5034591,0169;1023453,5404;5694975,1678;45,464682;9,19384;0;186534;0
300;"";"1";8;1515457,3164;5034672,8819;515429,3106;5034652,8659;1023846,4553;5695062,5717;45,465232;9,197369;0;182811;0
301;"";"1";8;1515566,593;5034737,0767;515538,5849;5034717,0599;1024002,2849;5695153,901;45,465808;9,198769;0;182812;0
302;"";"1";8;1515405,404;5034707,8359;515377,3991;5034687,819;1023772,6566;5695112,6909;45,465548;9,196706;0;182813;0
303;"";"1";8;1515436,6568;5034720,1823;515408,6512;5034700,1653;1023817,2021;5695130,2207;45,465658;9,197106;0;185951;0
304;"";"1";8;1515163,0038;5034548,4483;515135,0041;5034528,4334;1023426,9443;5694885,8203;45,464119;9,193601;0;182814;0
305;"";"1";8;1515282,8748;5034625,1371;515254,8725;5034605,1213;1023597,8953;5694994,9681;45,464806;9,195136;0;182815;0
306;"";"1";8;1515272,7104;5034561,6102;515244,7086;5034541,5955;1023583,2028;5694904,2457;45,464235;9,195004;0;182816;0
307;"";"1";8;1515245,4564;5034503,8162;515217,4553;5034483,8025;1023544,1963;5694821,7734;45,463715;9,194654;0;185952;0
308;"";"1";8;1515185,246;5034489,3429;515157,2462;5034469,3292;1023458,4127;5694801,304;45,463586;9,193883;0;182817;0
311;"";"1";8;1515071,7059;5034391,3255;515043,7086;5034371,3131;1023296,4089;5694661,664;45,462706;9,192428;0;185953;0
312;"";"1";8;1515427,5787;5034499,5337;515399,5742;5034479,5208;1023803,5066;5694815,0225;45,463673;9,196983;0;182819;0
313;"";"1";8;1515478,6002;5034524,9376;515450,5946;5034504,9245;1023876,2452;5694851,1367;45,4639;9,197637;0;182820;0
314;"";"1";8;1515539,9494;5034524,735;515511,9427;5034504,7221;1023963,6004;5694850,6316;45,463897;9,198422;0;182821;0
315;"";"1";8;1515525,2808;5034465,1102;515497,2746;5034445,0984;1023942,5045;5694765,5018;45,463361;9,198232;0;182822;0
316;"";"1";8;1515330,0643;5034420,9981;515302,062;5034400,9863;1023664,3835;5694703,1649;45,462968;9,195734;0;182823;0
317;"";"1";8;1515294,3063;5034383,4322;515266,3048;5034363,421;1023613,3383;5694649,6221;45,462631;9,195275;0;182824;0
318;"";"1";8;1515133,7567;5034319,97;515105,7585;5034299,9594;1023384,5181;5694559,5138;45,462063;9,19322;0;182825;0
319;"";"1";8;1515168,0206;5034410,1975;515140,0214;5034390,1853;1023433,6143;5694688,2949;45,462874;9,193661;0;185954;0
320;"";"1";8;1515127,2111;5034419,9733;515099,2126;5034399,9606;1023375,5396;5694702,4006;45,462963;9,193139;0;185955;0
321;"";"1";8;1515126,9509;5034387,6695;515098,9526;5034367,6574;1023375,0588;5694656,2521;45,462672;9,193135;0;182826;0
322;"";"1";8;1514936,9224;5034464,4877;514908,9273;5034444,4735;1023104,7398;5694766,6425;45,463368;9,190706;0;182827;0
323;"";"1";8;1514995,6356;5034350,7525;514967,6399;5034330,7406;1023187,9564;5694603,9606;45,462343;9,191454;0;182828;0
324;"";"1";8;1514947,5314;5034364,7895;514919,5365;5034344,7772;1023119,5095;5694624,1769;45,46247;9,190839;0;182829;0
325;"";"1";8;1515192,5805;5034313,1627;515164,5812;5034293,1523;1023468,2519;5694549,5868;45,462;9,193972;0;182830;0
326;"";"1";8;1515279,6093;5034292,3539;515251,6085;5034272,3443;1023592,0974;5694519,5594;45,461811;9,195084;0;185956;0
327;"";"1";8;1515227,5053;5034209,8028;515199,5058;5034189,7946;1023517,6248;5694401,8094;45,461069;9,194415;0;185957;0
328;"";"1";8;1515363,9379;5034364,9613;515335,9352;5034344,9507;1023712,4213;5694622,9928;45,462463;9,196165;0;182831;0
329;"";"1";8;1515345,6573;5034391,7277;515317,6548;5034371,7165;1023686,4847;5694661,2948;45,462704;9,195932;0;182832;0
330;"";"1";8;1515443,1297;5034264,0131;515415,1259;5034244,0047;1023824,8286;5694478,5034;45,461552;9,197175;0;182833;0
331;"";"1";8;1515082,1319;5033997,8841;515054,136;5033977,8792;1023309,9147;5694099,5745;45,459165;9,192549;0;182834;0
332;"";"1";8;1515149,8746;5034258,4252;515121,8764;5034238,4157;1023407,2574;5694471,5368;45,461508;9,193424;0;185958;0
333;"";"1";8;1515090,5673;5034155,6679;515062,5706;5034135,6601;1023322,4625;5694324,9449;45,460585;9,192662;0;182835;0
334;"";"1";8;1515028,276;5034039,5345;515000,281;5034019,5286;1023233,3764;5694159,2565;45,459541;9,191862;0;182836;0
335;"";"1";8;1514909,626;5034105,818;514881,6329;5034085,8104;1023064,6653;5694254,3468;45,46014;9,190346;0;182837;0
336;"";"1";8;1515030,8075;5033967,6828;515002,8127;5033947,6783;1023236,7369;5694056,6067;45,458894;9,191892;0;182838;0
337;"";"1";8;1514868,2972;5034192,3571;514840,3045;5034172,3477;1023006,111;5694378,1115;45,46092;9,18982;0;185959;0
338;"";"1";8;1514952,9253;5034295,6068;514924,9306;5034275,5958;1023126,9562;5694525,325;45,461847;9,190906;0;182839;0
339;"";"1";8;1514881,8397;5034350,6255;514853,8462;5034330,6132;1023025,9251;5694604,1643;45,462344;9,189998;0;182840;0
340;"";"1";8;1514874,4634;5034428,0585;514846,4696;5034408,0447;1023015,6821;5694714,8101;45,463041;9,189906;0;182841;0
341;"";"1";8;1514790,4728;5034455,2815;514762,4805;5034435,2668;1022896,1796;5694753,9834;45,463288;9,188833;0;182842;0
342;"";"1";8;1514790,5446;5034418,4219;514762,5525;5034398,4079;1022896,1588;5694701,3251;45,462956;9,188833;0;185960;0
343;"";"1";8;1514802,8776;5034391,8519;514774,8853;5034371,8384;1022913,6308;5694663,3256;45,462717;9,188989;0;185961;0
344;"";"1";8;1514803,9079;5034255,9115;514775,9162;5034235,9006;1022914,6435;5694469,1194;45,461493;9,188999;0;182843;0
345;"";"1";8;1515576,1195;5034769,8056;515548,111;5034749,7882;1024015,9653;5695200,6266;45,466102;9,198892;0;182844;0
346;"";"1";8;1515425,1907;5034344,5434;515397,1869;5034324,5334;1023799,5665;5694593,6103;45,462278;9,196948;0;182845;0
347;"";"1";8;1515677,1086;5034831,5551;515649,098;5034811,5369;1024159,9891;5695288,4901;45,466656;9,200186;0;182846;0
348;"";"1";8;1516036,1978;5034940,5322;516008,1799;5034920,5135;1024671,7198;5695442,8968;45,467628;9,204783;0;182847;0
349;"";"1";8;1515658,9003;5034912,9734;515630,8897;5034892,9537;1024134,3488;5695404,878;45,467389;9,199955;0;185962;0
350;"";"1";8;1515591,5323;5034886,8052;515563,5231;5034866,7857;1024038,3247;5695367,7296;45,467155;9,199093;0;182848;0
351;"";"1";8;1515694,8638;5034900,382;515666,8525;5034880,3626;1024185,5161;5695386,7606;45,467275;9,200415;0;182849;0
352;"";"1";8;1515554,7106;5034476,2359;515526,7038;5034456,224;1023984,4486;5694781,2926;45,46346;9,198609;0;182850;0
353;"";"1";8;1515079,2784;5033905,7737;515051,283;5033885,7706;1023305,5384;5693968,0043;45,458336;9,19251;0;185963;0
354;"";"1";8;1515262,0911;5034339,8792;515234,0904;5034319,8686;1023567,3177;5694587,5139;45,462239;9,194862;0;182851;0
355;"";"1";8;1515054,1114;5033935,3202;515026,1163;5033915,3164;1023269,8067;5694010,2972;45,458602;9,192189;0;182852;0
356;"";"1";8;1514950,8815;5034258,3934;514922,887;5034238,3831;1023123,9205;5694472,1698;45,461512;9,190879;0;182853;0
357;"";"1";8;1515405,5407;5034285,6937;515377,5375;5034265,6848;1023771,3827;5694509,6072;45,461748;9,196695;0;185039;0
358;"";"1";8;1515132,1212;5034087,0863;515104,124;5034067,08;1023381,3938;5694226,831;45,459967;9,193191;0;186614;0
359;"";"1";8;1515326,6482;5034250,0192;515298,6466;5034230,0106;1023658,9276;5694458,9181;45,461429;9,195685;0;182854;0
360;"";"1";8;1515525,0577;5034794,0703;515497,0501;5034774,0522;1023943,3401;5695235,4732;45,466322;9,19824;0;185964;0
361;"";"1";8;1515673,7798;5034650,8667;515645,77;5034630,852;1024154,6094;5695030,356;45,465029;9,200137;0;185965;0
362;"";"1";8;1515597,1235;5034796,7478;515569,1145;5034776,73;1024045,9693;5695239,0444;45,466344;9,199161;0;182855;0
363;"";"1";8;1513946,6246;5034714,4038;513918,6472;5034694,3807;1021695,442;5695126,9241;45,465638;9,178046;0;186362;0
364;"";"1";8;1515132,1711;5034503,1228;515104,1722;5034483,1086;1023382,8862;5694821,1725;45,463711;9,193205;0;186649;0
399;"";"1";8;1514895,9916;5033878,7545;514867,9997;5033858,7511;1023044,4889;5693930,0297;45,458097;9,190165;0;182856;0
401;"";"1";8;1514754,5452;5034040,2192;514726,5553;5034020,2122;1022843,64;5694161,1578;45,459553;9,188361;0;182857;0
402;"";"1";8;1514988,6372;5033960,0261;514960,6432;5033940,0216;1023176,6695;5694045,8124;45,458826;9,191352;0;182858;0
403;"";"1";8;1514763,4992;5033934,3053;514735,5096;5033914,3003;1022856,0358;5694009,8286;45,458599;9,188472;0;182859;0
404;"";"1";8;1514882,7573;5033831,4642;514854,7659;5033811,4617;1023025,4875;5693862,521;45,457671;9,189994;0;182860;0
405;"";"1";8;1514781,7091;5033793,1189;514753,7198;5033773,1167;1022881,4917;5693808,0852;45,457328;9,188701;0;182861;0
406;"";"1";8;1514724,9086;5033815,4228;514696,9202;5033795,4199;1022800,6962;5693840,1354;45,45753;9,187975;0;182862;0
408;"";"1";8;1514910,6646;5033754,2889;514882,673;5033734,2879;1023064,961;5693752,1844;45,456976;9,190349;0;182863;0
409;"";"1";8;1514866,5346;5033970,8435;514838,5429;5033950,8383;1023002,8581;5694061,6779;45,458926;9,189791;0;182864;0
410;"";"1";8;1514973,1407;5033862,2813;514945,1474;5033842,2785;1023154,2755;5693906,237;45,457947;9,191151;0;182865;0
508;"";"1";8;1514764,3633;5034394,3442;514736,3718;5034374,3306;1022858,7993;5694667,0152;45,46274;9,188497;0;186363;0
509;"";"1";8;1514627,8122;5034339,4097;514599,8234;5034319,3965;1022664,185;5694588,9904;45,462249;9,186749;0;185040;0
510;"";"1";8;1514656,7264;5034283,8016;514628,7374;5034263,7895;1022705,1712;5694509,4535;45,461747;9,187117;0;182866;0
511;"";"1";8;1514286,1465;5033731,4826;514258,1667;5033711,4795;1022175,737;5693721,6709;45,456784;9,182361;0;185041;0
512;"";"1";8;1514607,5264;5034583,0491;514579,537;5034563,0312;1022636,1041;5694937,1254;45,464442;9,186496;0;182867;0
513;"";"1";8;1514218,5997;5034214,1779;514190,6192;5034194,1653;1022081,1172;5694411,4236;45,46113;9,181511;0;182868;0
514;"";"1";8;1514618,5117;5034396,5682;514590,5229;5034376,5539;1022651,131;5694670,6777;45,462763;9,186631;0;182869;0
515;"";"1";8;1514308,3135;5033895,6902;514280,3326;5033875,6841;1022207,8271;5693956,1653;45,458261;9,182649;0;182870;0
516;"";"1";8;1514754,0277;5034391,8912;514726,0364;5034371,8775;1022844,0745;5694663,5453;45,462718;9,188365;0;182871;0
517;"";"1";8;1514708,4131;5034427,782;514680,4225;5034407,7675;1022779,2438;5694714,9714;45,463042;9,187782;0;182872;0
518;"";"1";8;1514678,5071;5034460,1349;514650,5169;5034440,1196;1022736,7681;5694761,2907;45,463334;9,187401;0;182873;0
519;"";"1";8;1514547,3137;5034581,9243;514519,3255;5034561,9062;1022550,362;5694935,7173;45,464433;9,185726;0;182874;0
520;"";"1";8;1514705,7172;5034369,5881;514677,7269;5034349,5747;1022775,2119;5694631,8443;45,462519;9,187746;0;182875;0
521;"";"1";8;1514676,0086;5034327,26;514648,019;5034307,2473;1022732,7702;5694571,4735;45,462138;9,187365;0;182876;0
522;"";"1";8;1514662,5964;5034308,2011;514634,6071;5034288,1887;1022713,6099;5694544,2908;45,461967;9,187193;0;182877;0
523;"";"1";8;1514608,4248;5034265,5889;514580,4368;5034245,577;1022636,3365;5694483,5954;45,461584;9,186499;0;182878;0
524;"";"1";8;1514769,1697;5034145,894;514741,1791;5034125,885;1022864,8147;5694312,0691;45,460504;9,188551;0;182879;0
